"About the data: Exported on Dec 17, 2020. Criteria: Text - '""nuclear deterrence"" OR ""military deterrence"" OR ""conventional deterrence"" OR ""hybrid deterrence"" OR ""cyber deterrence"" OR cyberdeterrence' in title and abstract. © 2020 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,
Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references
pub.1014930538,10.1111/j.1468-2346.2011.01044.x,Extended nuclear deterrence in East Asia: redundant or resurgent?,"A number of commentators have claimed that the strategic relevance of extended nuclear deterrence is declining in the twenty-first century. This claim is based on three key arguments. First, that the positive effects of extended nuclear deterrence have been exaggerated by its proponents; second, that the rational actor logic underpinning extended nuclear deterrence is increasingly redundant; and third, that extended deterrence using conventional weapons is equally, if not more, effective as extended nuclear deterrence. This article applies these arguments to East Asia, a region where nuclear weapons continue to loom large in states' security equations. In applying each of the above arguments to the East Asian context, the analysis finds that not only is extended nuclear deterrence alive and kicking in the region, but also that in the coming decades it is likely to become more central to the strategic policies of the United States and its key allies, Japan and South Korea. Despite predictions of its demise, US extended nuclear deterrence remains a critical element in East Asia's security order and will remain so for the foreseeable future.",International Affairs,2011,87,6,1439-1457,"O'NEIL, ANDREW",,,https://app.dimensions.ai/details/publication/pub.1014930538,2,
pub.1047271019,10.1111/j.1468-2346.2011.01043.x,The US debate on NATO nuclear deterrence,"NATO's nuclear deterrence posture has since the late 1950s involved risk-and responsibility-sharing arrangements based on the presence of US nuclear weapons in Europe. Since 1991 gravity bombs, deliverable by US and allied dual-capable aircraft, have been the only type of US nuclear weapons left in Europe. Although many other factors are involved in the alliance's deterrence posture and in US extended deterrence—including intercontinental forces, missile defences, non-nuclear capabilities and declaratory policy—recent discussions in the United States about NATO nuclear deterrence have focused on the future of the remaining US nuclear weapons in Europe. The traditional view has supported long-standing US and NATO policy in holding that the risk- and responsibility-sharing arrangements based on US nuclear weapons in Europe contribute to deterrence and war prevention; provide assurance to the allies of the genuineness of US commitments; and make the extended deterrence responsibility more acceptable to the United States. From this perspective, no further cuts in the US nuclear weapons presence in Europe should be made without an agreement with Russia providing for reductions that address the US—Russian numerical disparity in non-strategic nuclear forces, with reciprocal transparency and verification measures. In contrast, four schools of thought call for withdrawing the remaining US nuclear weapons in Europe without any negotiated Russian reciprocity: some military officers who consider the weapons and associated arrangements unnecessary for deterrence; proponents of ambitious arms control measures who accept extended deterrence policies but view the US weapons in Europe as an obstacle to progress in disarmament; nuclear disarmament champions who reject extended nuclear deterrence policies and who wish to eliminate all nuclear arms promptly; and selective engagement campaigners who want the United States to abandon extended nuclear deterrence commitments to allies on the grounds that they could lead to US involvement in a nuclear war.",International Affairs,2011,87,6,1401-1438,"YOST, DAVID S.",Naval Postgraduate School,United States,https://app.dimensions.ai/details/publication/pub.1047271019,5,
pub.1034299622,10.1017/s1049023x11006613,Nuclear War in the Middle East: Where is the Voice of Medicine and Public Health?,"Once again, the politically volatile Middle East and accompanying rhetoric has escalated the risk of a major nuclear exchange. Diplomatic efforts have failed to make the medical consequences of such an exchange a leading element in negotiations. The medical and academic communities share this denial. Without exaggeration, the harsh reality of the enormous consequences of an imminently conceivable nuclear war between Iran and Israel will encompass an unprecedented millions of dead and an unavoidable decline in public health and environmental devastation that would impact major populations in the Middle East for decades to come. Nuclear deterrence and the uncomfortable but real medical and public health consequences must become an integral part of a broader global health diplomacy that emphasizes health security along with poverty reduction and good governance.",Prehospital and Disaster Medicine,2011,26,5,383-385,"Dallas, Cham E; Burkle, Frederick M",University of Georgia,United States,https://app.dimensions.ai/details/publication/pub.1034299622,7,"[Becker, William K.; Buescher, Teresa M.; Cioffi, William G.; McManus, William F.; Pruitt, Basil A.]|[ur.01155013544.41; ; ur.01310402741.14; ur.0753406041.42; ur.01337433250.01]|Treatment of Radiation Injuries|1990|||145-151|10.1007/978-1-4899-0864-3_16|pub.1035593784|8;[Bell, William C; Dallas, Cham E]|[ur.0625347754.30; ur.01317374037.80]|International Journal of Health Geographics|2007|6|1|5|10.1186/1476-072x-6-5|pub.1044303570|36;[Feldbaum, Harley; Michaud, Joshua]|[ur.01050204555.75; ur.0625001755.69]|PLoS Medicine|2010|7|4|e1000226|10.1371/journal.pmed.1000226|pub.1044448109|79;[Abrams, Herbert L.]|[]|JAMA|1984|252|5|653-658|10.1001/jama.1984.03350050041024|pub.1050770508|17"
pub.1032681975,10.1080/13567888.2011.640032,Countdown to global zero – on hold?,"Two-and-a-half years after US President Barack Obama made a speech in Prague outlining his commitment to nuclear disarmament, many have been disappointed by the subsequent slow progress on the issue. A new Strategic Arms Reduction Treaty had a difficult passage through Congress during 2010 (despite the treaty's modest ambitions); the United States has not significantly changed its nuclear deterrence doctrine nor ratified the Comprehensive Nuclear Test Ban Treaty; and Pakistan has blocked an envisaged Fissile-Material Cut-off Treaty. Although the so-called Prague agenda was cautious from the outset, it has been slower than envisioned.",Strategic Comments,2011,17,8,1-3,,,,https://app.dimensions.ai/details/publication/pub.1032681975,0,
pub.1091764331,10.21236/ada603125,The Credibility of America's Extended Nuclear Deterrent: The Case of the Republic of Turkey,"In 2009 the United States completed an 80 percent reduction of its operationally deployed strategic nuclear weapons from Cold War highs. Since 1991 the United States has also reduced its nonstrategic nuclear weapons by over 90 percent. Additionally, the United States removed much of its nuclear arsenal from alert status and continues to decrease its nuclear weapons stockpiles. However, nuclear weapons may still play an important role in deterring an adversary attack against the United States as well as providing a nuclear umbrella to allies. An extended nuclear deterrent for protecting allies may also contribute significantly to nonproliferation efforts- the nuclear umbrella provides allies an assurance so they do not perceive the need to develop nuclear weapons arsenals for themselves. This study explores the impact of US nuclear weapon policy on the current and future effectiveness of extended nuclear deterrence for the Republic of Turkey. It concludes that the credibility of US extended nuclear deterrence for Turkey depends on many factors and not just the quality and quantity of the US nuclear arsenal.",,2011,,,,"Eldridge, William G",,,https://app.dimensions.ai/details/publication/pub.1091764331,0,
pub.1061423597,10.1109/msp.2011.24,Deterring Strategic Cyberattack,"Protecting critical infrastructure from cyberattacks by other nations is a matter of considerable concern. Can deterrence play a role in such protection? Can lessons from nuclear deterrence-the most elaborated and successful version of deterrence-be adapted to the cyber case? Currently, little overlap exists between the two, although that might change in the aftermath of an extensive, destructive cyberattack. The most effective way to protect the cyber-dependent infrastructure is a comprehensive defense (deterrence by denial), which was impractical in the nuclear regime. However, this approach presents challenges. Existing legal norms, particularly those related to controlling collateral damage, might provide some deterrence. Another option might be a new international agreement, but that would involve several difficult issues.",IEEE Security & Privacy,2011,9,5,36-40,"Elliott, David",Stanford University,United States,https://app.dimensions.ai/details/publication/pub.1061423597,11,"[Roche, Review by : Edward M.]|[ur.010110735543.35]|Journal of Global Information Technology Management|1998|1|1|49-50|10.1080/1097198x.1998.10856225|pub.1003934717|86"
pub.1006582939,10.1080/15570274.2011.597202,MORE THAN MORALISM: HOW VALUES MATTER TO NUCLEAR SECURITY,"Nuclear weapons are devices; a means to a variety of ends. Ethical analysis must have compelling moral ends as the primary point of reference. By morally examining a society's practice of security, one can develop a descriptive explanation of what that society believes it means to be a human person. Just war theory can be used in a case study of moral reasoning about nuclear weapons. Three criteria of just war theory in particular are irreconcilable with the use of nuclear weapons: discrimination, proportionality, and macro-proportionality. Further, even nuclear deterrence cannot claim moral legitimacy today, because it does not deter in our post-Cold War, post-9/11, globalized context.",The Review of Faith & International Affairs,2011,9,3,37-44,"Wigg-Stevenson, Tyler",,,https://app.dimensions.ai/details/publication/pub.1006582939,0,
pub.1018009551,10.1177/0967010611418714,"Science and securitization: Objectivation, the authority of the speaker and mobilization of scientific facts","The interface between science and securitization has not been systematically addressed. This article argues from a Bourdieusian viewpoint that scientific arguments and ‘facts’ are at work in at least three distinct mechanisms within and around securitization. First, science communities/explanations can come to objectify an issue to the extent where securitization – and even politicization – becomes next to impossible. Second, science co-determines the status of a securitizing actor and thus influences the authority of the speaker in specific fields. Third, scientific facts can be mobilized in securitization claims by securitizing actors in attempts to seek back-up in the objective, disinterested aura of the scientific vocation. The RAND Corporation’s objectivation of the issue of nuclear deterrence is taken as an example of the first mechanism, while climate change and democratic peace illustrate the other two mechanisms. The article questions whether securitization theory has adequately addressed the issue of context, points to a new research agenda and carves out practical reflexivity for security experts.",Security Dialogue,2011,42,4-5,385-397,"Villumsen Berling, Trine",University of Copenhagen,Denmark,https://app.dimensions.ai/details/publication/pub.1018009551,47,"[Huysmans, Jef]|[ur.011654704577.66]||2006||||10.4324/9780203008690|pub.1001615715|609;[Aradau, Claudia; Van Munster, Rens]|[ur.012560715401.45; ur.013535504511.46]|European Journal of International Relations|2007|13|1|89-115|10.1177/1354066107074290|pub.1006673745|342;[Büger, Christian; Villumsen, Trine]|[ur.011125527217.40; ur.0611631624.09]|Journal of International Relations and Development|2007|10|4|417-448|10.1057/palgrave.jird.1800136|pub.1007609405|41;[Salter, Mark B]|[ur.011377617362.24]|Journal of International Relations and Development|2008|11|4|321-349|10.1057/jird.2008.20|pub.1008213977|117;[Bigo, Didier]|[]|Alternatives Global Local Political|2002|27|1_suppl|63-92|10.1177/03043754020270s105|pub.1016056218|980;[Stritzel, Holger]|[ur.07710314624.06]|European Journal of International Relations|2007|13|3|357-383|10.1177/1354066107080128|pub.1020689875|217;[GUZZINI, STEFANO]|[ur.010747474355.92]|European Journal of International Relations|2000|6|2|147-182|10.1177/1354066100006002001|pub.1024011715|232;[Crossley, Nick]|[]|The Sociological Review|2004|52|1_suppl|88-112|10.1111/j.1467-954x.2004.00475.x|pub.1036138699|31;[Wolfson, Robert J.]|[]|Society|1972|9|6|18-24|10.1007/bf02701758|pub.1039913266|1;[Williams, Michael C]|[]||2007||||10.4324/9780203414538|pub.1041314035|100;[Wæver, Ole]|[ur.011155525777.42]|Security Dialogue|2011|42|4-5|465-480|10.1177/0967010611418718|pub.1044639997|112;[Wendt, Alexander]|[]|International Organization|1992|46|2|391-425|10.1017/s0020818300027764|pub.1047133179|1876;[Balzacq, Thierry]|[ur.014123463713.74]|European Journal of International Relations|2005|11|2|171-201|10.1177/1354066105052960|pub.1049233120|435;[Berling, Trine Villumsen]|[ur.014461037313.76]||2015||||10.4324/9781315722375|pub.1050249103|15;[Brauch, Hans Günter]|[ur.016136066707.22]|Hexagon Series on Human and Environmental Security and Peace|2009|4||65-102|10.1007/978-3-540-68488-6_4|pub.1050273570|32;[Huysmans, Jef]|[ur.011654704577.66]|Alternatives Global Local Political|2002|27|1_suppl|41-62|10.1177/03043754020270s104|pub.1053294117|69;[Trombetta, Maria Julia]|[ur.012420672631.72]|Cambridge Review of International Affairs|2008|21|4|585-602|10.1080/09557570802452920|pub.1053685535|126;[Leander, Anna]|[ur.07731074337.38]|Journal of Peace Research|2005|42|5|605-622|10.1177/0022343305056237|pub.1053779900|62;[Huysmans, Jef]|[]|Review of International Studies|2002|28|3|599-618|10.1017/s0260210502005995|pub.1053798179|16;[Schelling, Thomas C.]|[]|Journal of Conflict Resolution|1958|2|3|203-264|10.1177/002200275800200301|pub.1063625682|95;[Bourdieu, Pierre]|[]||1977||||10.1017/cbo9780511812507|pub.1098665579|14671;[Pouliot, Vincent]|[]||2010||||10.1017/cbo9780511676185|pub.1098710960|203;[Pickering, Andrew]|[]||1992||||10.7208/chicago/9780226668208.001.0001|pub.1099497940|699;[Hamilton, Lee H.]|[]|Foreign Affairs|1992|71|3|32|10.2307/20045228|pub.1102756164|7;[Swartz, David]|[]||1997||||10.7208/chicago/9780226161655.001.0001|pub.1111930743|902"
pub.1030501989,10.1080/09700161.2011.576106,The Genesis of South Asian Nuclear Deterrence: Pakistan's Perspective by Naeem Salik,,Strategic Analysis,2011,35,4,693-695,"*, Ch. Viyyanna Sastry",,,https://app.dimensions.ai/details/publication/pub.1030501989,13,
pub.1028569015,10.1080/09700161.2011.576102,"Indian Nuclear Deterrence: Its Evolution, Development and Implications for South Asian Security by Zafar Iqbal Cheema",,Strategic Analysis,2011,35,4,685-686,"*, Moonis Ahmar",,,https://app.dimensions.ai/details/publication/pub.1028569015,0,
pub.1011753148,10.1080/21520844.2011.616942,Assessing Iran's Nuclear Rationality: The “Eye of the Beholder” Problem,"The realization that Iran may soon develop nuclear weapons has generated a heated debate about the nation's ability to manage its arsenal. Part of the discourse about the nuclear rationality of Third Word dictatorship and rogue states, the debate has pitted so-called nuclear optimists, analysts confident that Iran is able to handle such weapons, against nuclear pessimists, who warn that the regime operates in a manner that deviates from the principles of rationality that underlay nuclear deterrence, thus rending the doctrine of mutual assured destruction invalid. This article examines the reasoning employed by the opposing groups, concluding that they are essentially articles of faith. Since there is virtually no margin of error in nuclear matters, political leaders need to be aware that should the optimist prove wrong, the consequences can be dire.",The Journal of the Middle East and Africa,2011,2,2,188-206,"Seliktar, Ofira",,,https://app.dimensions.ai/details/publication/pub.1011753148,5,
pub.1045068289,10.1080/01495933.2011.587682,Getting the Balance Right: U.S. Ballistic Missile Defense and Nuclear Nonproliferation,"Barack Obama has rightly embraced ballistic missile defense (BMD) as an important component of U.S. national security policy in an era where the requirements of nuclear deterrence are fluid and nuanced. Moreover, the deployment of these defenses may even provide several important benefits to the President's much-publicized nuclear nonproliferation and disarmament agenda. However, if the President's commitment to these goals is to remain credible and viable, then the importance of BMD against rogue states must be balanced with the need to avoid jeopardizing relations with key strategic competitors. As such, the President may have to limit U.S. BMD plans in the near future.",Comparative Strategy,2011,30,3,254-267,"Futter, Andrew",University of Birmingham,United Kingdom,https://app.dimensions.ai/details/publication/pub.1045068289,2,
pub.1023111990,10.1007/s00283-011-9223-6,"John von Neumann, the Mathematician","Imagine a poll to choose the best-known mathematician of the twentieth century. No doubt the winner would be John von Neumann. Reasons are seen, for instance, in the title of the excellent biography [M] by Macrae: John von Neumann. The Scientific Genius who Pioneered the Modern Computer, Game Theory, Nuclear Deterrence, and Much More. Indeed, he was a fundamental figure not only in designing modern computers but also in defining their place in society and envisioning their potential. His minimax theorem, the first theorem of game theory, and later his equilibrium model of economy, essentially inaugurated the new science of mathematical economics. He played an important role in the development of the atomic bomb. However, behind all these, he was a brilliant mathematician. My goal here is to concentrate on his development and achievements as a mathematician and the evolution of his mathematical interests.",The Mathematical Intelligencer,2011,33,2,42-51,"Szász, Domokos",,,https://app.dimensions.ai/details/publication/pub.1023111990,3,"[Hilbert, D.; Neumann, J. v.; Nordheim, L.]|[; ur.016155766345.70; ur.014310557753.78]|Mathematische Annalen|1928|98|1|1-30|10.1007/bf01451579|pub.1014071202|72;[v. Neumann, J.]|[ur.010251372077.38]|Mathematische Annalen|1930|102|1|370-427|10.1007/bf01782352|pub.1024106149|117;[Bochner, S.; von Neumann, J.]|[; ]|Transactions of the American Mathematical Society|1935|37|1|21-50|10.1090/s0002-9947-1935-1501777-9|pub.1026462033|22;[Lorenz, Edward N.]|[]|Journal of the Atmospheric Sciences|1963|20|2|130-141|10.1175/1520-0469(1963)020<0130:dnf>2.0.co;2|pub.1037677363|11325;[v. Neumann, J.]|[ur.010251372077.38]|Mathematische Annalen|1928|100|1|295-320|10.1007/bf01448847|pub.1040622074|1074;[Neumann, J V]|[]|Proceedings of the National Academy of Sciences of the United States of America|1932|18|1|70-82|10.1073/pnas.18.1.70|pub.1053496823|162;[Sinai, Yakov G]|[ur.01317260144.74]|Russian Mathematical Surveys|1970|25|2|137-189|10.1070/rm1970v025n02abeh003794|pub.1058193944|675;[Neumann, J. V.]|[]|Transactions of the American Mathematical Society|1934|36|3|445|10.2307/1989792|pub.1069686785|49;[Lax, Peter D.]|[]|Proceedings of Symposia in Pure Mathematics|1990|50||5-7|10.1090/pspum/050/1067745|pub.1089196882|1"
pub.1100695480,10.1080/19445571.2011.623985,Part One: The logic and morality of nuclear deterrence,"Michael Quinlan's grasp of defence policy – particularly that relating to Britain's deterrence posture – was second to none. His career in the British civil service spanned three decades, during which time he advised various governments, including those of James Callaghan and Margaret Thatcher. He was closely involved in the decision to procure Trident from the United States and, within NATO, in shaping the policies that led to the deployment of cruise and Pershing missiles. The letters gathered in this book reveal the industry and thorough consideration that Quinlan gave to his role in government. They also shed light upon complex matters of ethics and morality, which Quinlan took pains to reconcile with his work in Whitehall. What emerges is a portrait of a dedicated and gifted civil servant, who, partly due to his deep Catholic faith and horror of what he referred to as ‘atheistic totalitarianism’, regarded nuclear deterrence as a strategic necessity. But the correspondence also shows how, in his last years, Quinlan began to reassess the costs and benefits of nuclear weapons. Shifting power dynamics and uncertainties over the nuclear future mean that the insights of Michael Quinlan's career continue to be relevant today.",,2011,51,421-423,63-166,"Ogilvie-White, Tanya",,,https://app.dimensions.ai/details/publication/pub.1100695480,1,
pub.1002923295,10.17331/kwp.2011.27.2.004,The Korean War and U.S. Nuclear Strategy in the Formative Years of Nuclear Deterrence,"This study purports to examine the change and continuity in U.S. nuclear strategy during the period between the Truman and Eisenhower Administrations with special emphasis on the connection between the Korean War and U.S. nuclear strategy. Three central questions of this study are as follows. First of all, what was the nature of the Truman Administration’s nuclear strategy before the Korean War? Secondly, what were the positions of the Truman and Eisenhower Administrations on the use of nuclear weapons and what were the main reasons for the non-use of the nuclear weapons during the Korean War? Thirdly, what impact did the Korean War have on the emergence of the Massive Retaliation Strategy? And what impact did the strategy have on the Korean peninsula subsequently. In answering these questions, this study seeks to highlight the reciprocal relationship between U.S. nuclear strategy and the Korean War, as one of the most crucial events in the formative years of nuclear deterrence.",Korea and World Politics,2011,27,2,89-118,"Yu, Jinseog",,,https://app.dimensions.ai/details/publication/pub.1002923295,0,
pub.1100695430,10.1080/19445571.2011.624376,Appendix 1: NATO,"Michael Quinlan's grasp of defence policy – particularly that relating to Britain's deterrence posture – was second to none. His career in the British civil service spanned three decades, during which time he advised various governments, including those of James Callaghan and Margaret Thatcher. He was closely involved in the decision to procure Trident from the United States and, within NATO, in shaping the policies that led to the deployment of cruise and Pershing missiles. The letters gathered in this book reveal the industry and thorough consideration that Quinlan gave to his role in government. They also shed light upon complex matters of ethics and morality, which Quinlan took pains to reconcile with his work in Whitehall. What emerges is a portrait of a dedicated and gifted civil servant, who, partly due to his deep Catholic faith and horror of what he referred to as ‘atheistic totalitarianism’, regarded nuclear deterrence as a strategic necessity. But the correspondence also shows how, in his last years, Quinlan began to reassess the costs and benefits of nuclear weapons. Shifting power dynamics and uncertainties over the nuclear future mean that the insights of Michael Quinlan's career continue to be relevant today.",,2011,51,421-423,367-372,"Ogilvie-White, Tanya",,,https://app.dimensions.ai/details/publication/pub.1100695430,0,
pub.1100688669,10.1080/19445571.2011.623986,Part Two: Strategic decisions: LRTNF and Trident,"Michael Quinlan's grasp of defence policy – particularly that relating to Britain's deterrence posture – was second to none. His career in the British civil service spanned three decades, during which time he advised various governments, including those of James Callaghan and Margaret Thatcher. He was closely involved in the decision to procure Trident from the United States and, within NATO, in shaping the policies that led to the deployment of cruise and Pershing missiles. The letters gathered in this book reveal the industry and thorough consideration that Quinlan gave to his role in government. They also shed light upon complex matters of ethics and morality, which Quinlan took pains to reconcile with his work in Whitehall. What emerges is a portrait of a dedicated and gifted civil servant, who, partly due to his deep Catholic faith and horror of what he referred to as ‘atheistic totalitarianism’, regarded nuclear deterrence as a strategic necessity. But the correspondence also shows how, in his last years, Quinlan began to reassess the costs and benefits of nuclear weapons. Shifting power dynamics and uncertainties over the nuclear future mean that the insights of Michael Quinlan's career continue to be relevant today.",,2011,51,421-423,167-260,"Ogilvie-White, Tanya",,,https://app.dimensions.ai/details/publication/pub.1100688669,0,
pub.1100688860,10.1080/19445571.2011.624378,Appendix 2: Trident,"Michael Quinlan's grasp of defence policy – particularly that relating to Britain's deterrence posture – was second to none. His career in the British civil service spanned three decades, during which time he advised various governments, including those of James Callaghan and Margaret Thatcher. He was closely involved in the decision to procure Trident from the United States and, within NATO, in shaping the policies that led to the deployment of cruise and Pershing missiles. The letters gathered in this book reveal the industry and thorough consideration that Quinlan gave to his role in government. They also shed light upon complex matters of ethics and morality, which Quinlan took pains to reconcile with his work in Whitehall. What emerges is a portrait of a dedicated and gifted civil servant, who, partly due to his deep Catholic faith and horror of what he referred to as ‘atheistic totalitarianism’, regarded nuclear deterrence as a strategic necessity. But the correspondence also shows how, in his last years, Quinlan began to reassess the costs and benefits of nuclear weapons. Shifting power dynamics and uncertainties over the nuclear future mean that the insights of Michael Quinlan's career continue to be relevant today.",,2011,51,421-423,373-378,"Ogilvie-White, Tanya",,,https://app.dimensions.ai/details/publication/pub.1100688860,0,
pub.1100695402,10.1080/19445571.2011.624372,Part Three: Arms control and disarmament,"Michael Quinlan's grasp of defence policy – particularly that relating to Britain's deterrence posture – was second to none. His career in the British civil service spanned three decades, during which time he advised various governments, including those of James Callaghan and Margaret Thatcher. He was closely involved in the decision to procure Trident from the United States and, within NATO, in shaping the policies that led to the deployment of cruise and Pershing missiles. The letters gathered in this book reveal the industry and thorough consideration that Quinlan gave to his role in government. They also shed light upon complex matters of ethics and morality, which Quinlan took pains to reconcile with his work in Whitehall. What emerges is a portrait of a dedicated and gifted civil servant, who, partly due to his deep Catholic faith and horror of what he referred to as ‘atheistic totalitarianism’, regarded nuclear deterrence as a strategic necessity. But the correspondence also shows how, in his last years, Quinlan began to reassess the costs and benefits of nuclear weapons. Shifting power dynamics and uncertainties over the nuclear future mean that the insights of Michael Quinlan's career continue to be relevant today.",,2011,51,421-423,261-362,"Ogilvie-White, Tanya",,,https://app.dimensions.ai/details/publication/pub.1100695402,0,
pub.1030854272,10.1002/j.2334-5837.2011.tb01228.x,5.3.2 Integrating the Life‐cycle Process Utilizing SysML,"Sandia National Laboratories is developing and applying an Integrated Phase Gate (IPG) project structure to execute critical programs such as nuclear weapon Life Extension Projects (LEP) that require the utmost attention to reliability, function and other stakeholder requirements including safety and security. This emphasis on project rigor reflects a new directive from the Department of Energy's National Nuclear Security Agency (NNSA) to develop robust processes in order to ensure that the nation's nuclear deterrence will be effective and available for decades to come. To this end, Sandia's Advanced and Exploratory Systems Department is developing a SysML model of an integrated Product Lifecycle Management (PLM) environment with the intent of providing project teams with direct access to program templates, requirements, tools (both program and technical) and related databases. This paper will describe the current state and future direction of the integrated PLM environment SysML model.",INCOSE International Symposium,2011,21,1,597-609,"Artery, Georgia; De Spain, Mark",Sandia National Laboratories,United States,https://app.dimensions.ai/details/publication/pub.1030854272,0,
pub.1100693240,10.1080/19445571.2011.624373,Concluding Remarks,"Michael Quinlan's grasp of defence policy – particularly that relating to Britain's deterrence posture – was second to none. His career in the British civil service spanned three decades, during which time he advised various governments, including those of James Callaghan and Margaret Thatcher. He was closely involved in the decision to procure Trident from the United States and, within NATO, in shaping the policies that led to the deployment of cruise and Pershing missiles. The letters gathered in this book reveal the industry and thorough consideration that Quinlan gave to his role in government. They also shed light upon complex matters of ethics and morality, which Quinlan took pains to reconcile with his work in Whitehall. What emerges is a portrait of a dedicated and gifted civil servant, who, partly due to his deep Catholic faith and horror of what he referred to as ‘atheistic totalitarianism’, regarded nuclear deterrence as a strategic necessity. But the correspondence also shows how, in his last years, Quinlan began to reassess the costs and benefits of nuclear weapons. Shifting power dynamics and uncertainties over the nuclear future mean that the insights of Michael Quinlan's career continue to be relevant today.",,2011,51,421-423,363-366,"Ogilvie-White, Tanya",,,https://app.dimensions.ai/details/publication/pub.1100693240,0,
pub.1100686345,10.1080/19445571.2011.624384,Editorial Note,"Michael Quinlan's grasp of defence policy – particularly that relating to Britain's deterrence posture – was second to none. His career in the British civil service spanned three decades, during which time he advised various governments, including those of James Callaghan and Margaret Thatcher. He was closely involved in the decision to procure Trident from the United States and, within NATO, in shaping the policies that led to the deployment of cruise and Pershing missiles. The letters gathered in this book reveal the industry and thorough consideration that Quinlan gave to his role in government. They also shed light upon complex matters of ethics and morality, which Quinlan took pains to reconcile with his work in Whitehall. What emerges is a portrait of a dedicated and gifted civil servant, who, partly due to his deep Catholic faith and horror of what he referred to as ‘atheistic totalitarianism’, regarded nuclear deterrence as a strategic necessity. But the correspondence also shows how, in his last years, Quinlan began to reassess the costs and benefits of nuclear weapons. Shifting power dynamics and uncertainties over the nuclear future mean that the insights of Michael Quinlan's career continue to be relevant today.",,2011,51,421-423,9-16,"Ogilvie-White, Tanya",,,https://app.dimensions.ai/details/publication/pub.1100686345,0,
pub.1100689776,10.1080/19445571.2011.624380,Introduction,"Michael Quinlan's grasp of defence policy – particularly that relating to Britain's deterrence posture – was second to none. His career in the British civil service spanned three decades, during which time he advised various governments, including those of James Callaghan and Margaret Thatcher. He was closely involved in the decision to procure Trident from the United States and, within NATO, in shaping the policies that led to the deployment of cruise and Pershing missiles. The letters gathered in this book reveal the industry and thorough consideration that Quinlan gave to his role in government. They also shed light upon complex matters of ethics and morality, which Quinlan took pains to reconcile with his work in Whitehall. What emerges is a portrait of a dedicated and gifted civil servant, who, partly due to his deep Catholic faith and horror of what he referred to as ‘atheistic totalitarianism’, regarded nuclear deterrence as a strategic necessity. But the correspondence also shows how, in his last years, Quinlan began to reassess the costs and benefits of nuclear weapons. Shifting power dynamics and uncertainties over the nuclear future mean that the insights of Michael Quinlan's career continue to be relevant today.",,2011,51,421-423,37-62,"Ogilvie-White, Tanya",,,https://app.dimensions.ai/details/publication/pub.1100689776,0,
pub.1100686829,10.1080/19445571.2011.624382,Correspondents and key people,"Michael Quinlan's grasp of defence policy – particularly that relating to Britain's deterrence posture – was second to none. His career in the British civil service spanned three decades, during which time he advised various governments, including those of James Callaghan and Margaret Thatcher. He was closely involved in the decision to procure Trident from the United States and, within NATO, in shaping the policies that led to the deployment of cruise and Pershing missiles. The letters gathered in this book reveal the industry and thorough consideration that Quinlan gave to his role in government. They also shed light upon complex matters of ethics and morality, which Quinlan took pains to reconcile with his work in Whitehall. What emerges is a portrait of a dedicated and gifted civil servant, who, partly due to his deep Catholic faith and horror of what he referred to as ‘atheistic totalitarianism’, regarded nuclear deterrence as a strategic necessity. But the correspondence also shows how, in his last years, Quinlan began to reassess the costs and benefits of nuclear weapons. Shifting power dynamics and uncertainties over the nuclear future mean that the insights of Michael Quinlan's career continue to be relevant today.",,2011,51,421-423,17-30,"Ogilvie-White, Tanya",,,https://app.dimensions.ai/details/publication/pub.1100686829,0,
pub.1014351936,10.1080/01495933.2011.561731,Deterrence and a Nuclear-Armed Iran,"A nuclear deterrence policy will probably not be effective vis-à-vis a nuclear-armed Iran the way it was effective vis-à-vis the Soviet Union and China because of the present Iranian leadership. The West faces an unprecedented asymmetrical threat. While the West will be deterred by a nuclear-armed Iran, Iran may perceive its own nuclear weapons not as a deterrent but as the facilitator of a unique eschatological opportunity towards the God-promised worldwide rule of Imamite Shi'a Islam.",Comparative Strategy,2011,30,2,134-153,"Duus, Henning P.",,,https://app.dimensions.ai/details/publication/pub.1014351936,1,
pub.1011392087,10.1111/j.1468-2346.2011.00990.x,US missile defence and China's nuclear posture: changing dynamics of an offence–defence arms race,"This article examines the rising prominence of strategic nuclear deterrence in Sino-US relations. China is the only major nuclear power that has been actively expanding its offensive capabilities. Its nuclear modernization has inevitably caused concerns in the United States. The article suggests that China's nuclear programme is driven significantly by US missile defence, which has fundamentally altered the incentive structures for Chinese nuclear deterrence. The article also assesses the latest Chinese perception of US strategic adjustment under the Obama administration and its potential impact on arms control. It reveals that recent measures by the United States to restrain its missile defense could be conducive for achieving a strategic nuclear understanding between the two countries. The article then suggests a number of concrete actions for China and the United States to realize such an understanding.",International Affairs,2011,87,3,555-569,"ZHANG, BAOHUI",Lingnan University,China,https://app.dimensions.ai/details/publication/pub.1011392087,5,
